Ticker,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,,,,,,,,,,,,,6450.0,6500.0,6410.0,6433.0498046875,6161.14697265625,352,1150.2569580078125,1183.8477783203125,1149.34912109375,1154.1607666015625,1107.0093994140625,90929,1411.4000244140625,1457.9000244140625,1405.25,1441.699951171875,1277.842041015625,442218
2015-01-14,,,,,,,,,,,,,6412.14990234375,6650.0,6412.14990234375,6610.4501953125,6331.04931640625,650,1152.9805908203125,1182.031982421875,1138.454833984375,1146.171630859375,1099.3468017578125,58719,1448.0,1484.949951171875,1445.0,1478.3499755859375,1310.326416015625,518419
2015-01-15,,,,,,,,,,,,,6649.10009765625,6649.10009765625,6443.25,6570.0498046875,6292.3564453125,503,1145.7176513671875,1168.4141845703125,1144.855224609375,1151.301025390625,1104.2666015625,47663,1496.5,1525.0,1472.0,1514.4000244140625,1342.279296875,943897
2015-01-16,,,,,,,,,,,,,6577.5498046875,6619.9501953125,6501.10009765625,6565.9501953125,6288.43017578125,405,1144.809814453125,1169.322021484375,1138.364013671875,1158.836181640625,1111.494140625,74290,1514.5,1528.9000244140625,1499.5,1518.3499755859375,1345.780517578125,348888
2015-01-19,,,,,,,,,,,,,6571.75,6675.0,6566.0498046875,6644.4501953125,6363.6123046875,531,1162.967041015625,1189.294921875,1152.2996826171875,1155.794921875,1108.576904296875,104746,1521.9000244140625,1537.0,1510.5999755859375,1532.9000244140625,1358.676513671875,342683
2015-01-20,,,,,,,,,,,,,6470.5498046875,6929.64990234375,6470.5,6862.5,6572.44580078125,2881,1157.610595703125,1182.031982421875,1148.4412841796875,1156.88427734375,1109.6220703125,73156,1534.550048828125,1550.0,1531.3499755859375,1544.300048828125,1368.7808837890625,410423
2015-01-21,,,,,,,,,,,,,6815.75,6909.89990234375,6815.7001953125,6861.89990234375,6571.87109375,1027,1157.5198974609375,1172.8626708984375,1150.2569580078125,1154.43310546875,1107.2708740234375,49776,1548.0,1550.0,1531.8499755859375,1544.449951171875,1368.913818359375,298780
2015-01-22,,,,,,,,,,,,,6900.7998046875,6930.0,6787.25,6879.60009765625,6588.82275390625,1470,1158.427734375,1179.3084716796875,1153.20751953125,1158.3369140625,1111.0152587890625,56419,1544.0,1563.199951171875,1530.0,1558.800048828125,1381.633056640625,401516
2015-01-23,,,,,,,,,,,,,6890.0498046875,6926.9501953125,6811.0,6821.14990234375,6532.84326171875,518,1164.78271484375,1197.2840576171875,1164.78271484375,1176.947998046875,1128.8658447265625,169680,1569.0,1569.0,1532.050048828125,1542.050048828125,1366.78662109375,426991
2015-01-27,,,,,,,,,,,,,6812.0,7102.60009765625,6751.0,7031.4501953125,6734.2548828125,1806,1185.6180419921875,1218.255615234375,1181.7142333984375,1195.74072265625,1146.8907470703125,171146,1540.1500244140625,1545.050048828125,1503.6500244140625,1528.699951171875,1354.9537353515625,594877
2015-01-28,,,,,,,,,,,,,7032.10009765625,7157.5498046875,6836.0498046875,6935.9501953125,6642.79150390625,1499,1198.37353515625,1227.4249267578125,1198.37353515625,1210.8565673828125,1161.3890380859375,125523,1527.449951171875,1555.0,1515.550048828125,1543.800048828125,1368.3380126953125,375711
2015-01-29,,,,,,,,,,,,,6960.14990234375,7050.0,6900.0,6951.4501953125,6657.63671875,865,1207.4520263671875,1209.040771484375,1181.0787353515625,1185.890380859375,1137.443115234375,46328,1544.9000244140625,1590.0,1535.300048828125,1582.949951171875,1403.0380859375,631041
2015-01-30,,,,,,,,,,,,,7050.0,7050.0,6699.89990234375,6812.7001953125,6524.7509765625,1745,1195.64990234375,1198.37353515625,1155.7041015625,1165.5997314453125,1117.9813232421875,45507,1595.0,1595.0,1538.0999755859375,1560.449951171875,1383.09521484375,388874
2015-02-02,,,,,,,,,,,,,6811.5498046875,6969.9501953125,6810.0,6913.89990234375,6621.67333984375,707,1162.05908203125,1175.677001953125,1140.2705078125,1143.8565673828125,1097.1263427734375,65479,1554.9000244140625,1556.699951171875,1513.1500244140625,1524.949951171875,1351.6302490234375,246373
2015-02-03,,,,,,,,,,,,,6910.35009765625,6980.0,6700.0,6924.25,6631.5859375,1361,1147.533447265625,1162.05908203125,1139.9527587890625,1147.6695556640625,1100.78369140625,47495,1529.699951171875,1570.5,1499.4000244140625,1508.5999755859375,1337.1385498046875,1341347
2015-02-04,,,,,,,,,,,,,6881.39990234375,6975.0,6855.0,6936.10009765625,6642.935546875,298,1155.8857421875,1170.1844482421875,1146.71630859375,1151.0286865234375,1104.005615234375,45751,1511.949951171875,1523.5999755859375,1490.0,1495.8499755859375,1325.8375244140625,330143
2015-02-05,,,,,,,,,,,,,6949.39990234375,6949.39990234375,6751.10009765625,6785.10009765625,6498.3173828125,906,1156.521240234375,1157.5198974609375,1139.589599609375,1148.8497314453125,1101.9154052734375,265480,1494.0,1530.0,1487.0,1504.550048828125,1333.548828125,557460
2015-02-06,,,,,,,,,,,,,6750.0,6849.39990234375,6700.0,6749.25,6463.982421875,519,1153.797607421875,1170.1844482421875,1152.9805908203125,1162.4676513671875,1114.977294921875,56040,1503.0,1525.0,1481.449951171875,1507.199951171875,1335.8973388671875,275011
2015-02-09,,,,,,,,,,,,,6701.14990234375,6802.0,6531.0,6583.25,6304.9990234375,1117,1164.78271484375,1166.5076904296875,1140.2705078125,1151.255615234375,1104.22314453125,31316,1501.449951171875,1515.5,1489.550048828125,1508.8499755859375,1337.3599853515625,263261
2015-02-10,,,,,,,,,,,,,6583.35009765625,6740.0,6500.0,6663.60009765625,6381.95263671875,780,1143.8565673828125,1262.8314208984375,1130.4656982421875,1238.27392578125,1187.6865234375,645300,1502.9000244140625,1567.800048828125,1492.800048828125,1562.6500244140625,1385.0452880859375,582025
2015-02-11,,,,,,,,,,,,,6663.35009765625,7199.0,6663.2001953125,6905.4501953125,6613.58056640625,1700,1248.3056640625,1278.2196044921875,1223.1580810546875,1234.5062255859375,1184.072509765625,193402,1567.0,1574.800048828125,1546.300048828125,1552.5999755859375,1376.1375732421875,489855
2015-02-12,,,,,,,,,,,,,6999.9501953125,7040.0,6974.0,7023.9501953125,6727.07177734375,825,1238.3192138671875,1248.2149658203125,1217.4384765625,1236.322021484375,1185.814208984375,73308,1567.449951171875,1614.300048828125,1560.6500244140625,1595.199951171875,1413.895751953125,875361
2015-02-13,,,,,,,,,,,,,7113.75,7199.9501953125,7051.0498046875,7100.5,6800.38623046875,696,1236.5035400390625,1261.832763671875,1234.6878662109375,1249.031982421875,1198.0050048828125,119644,1608.0,1637.550048828125,1605.0,1625.050048828125,1440.3531494140625,542357
2015-02-16,,,,,,,,,,,,,7000.0,7219.7001953125,7000.0,7191.39990234375,6887.4443359375,570,1252.844970703125,1320.0264892578125,1245.4459228515625,1308.9052734375,1255.432373046875,263145,1632.4000244140625,1645.0,1605.0999755859375,1614.449951171875,1430.9578857421875,327835
2015-02-18,,,,,,,,,,,,,7050.0,7960.0,7050.0,7809.75,7479.65869140625,3800,1311.8558349609375,1325.2012939453125,1311.8558349609375,1321.5245361328125,1267.5357666015625,177840,1614.699951171875,1658.699951171875,1611.0999755859375,1653.300048828125,1465.392578125,471411
2015-02-19,,,,,,,,,,,,,7850.0,8274.900390625,7850.0,8068.2998046875,7727.28076171875,3773,1325.4737548828125,1385.6646728515625,1280.9886474609375,1291.9283447265625,1239.1490478515625,184309,1662.4000244140625,1665.0,1602.699951171875,1615.1500244140625,1431.5784912109375,337618
2015-02-20,,,,,,,,,,,,,8200.0,8250.0,8070.0,8205.2998046875,7858.490234375,1611,1291.8829345703125,1311.8558349609375,1276.4493408203125,1284.9378662109375,1232.444091796875,65515,1623.4000244140625,1625.1500244140625,1600.0,1620.4000244140625,1436.2318115234375,288973
2015-02-23,,,,,,,,,,,,,8249.0,8565.0,7950.0,8088.39990234375,7746.53125,2633,1289.1593017578125,1309.586181640625,1271.9554443359375,1281.85107421875,1229.483154296875,44148,1628.0,1634.949951171875,1609.0,1615.949951171875,1432.2874755859375,304425
2015-02-24,,,,,,,,,,,,,8024.85009765625,8099.0,7755.0498046875,7890.39990234375,7556.900390625,1120,1286.435791015625,1288.25146484375,1244.67431640625,1249.077392578125,1198.048583984375,41261,1617.800048828125,1634.5,1602.699951171875,1618.0,1434.1043701171875,226907
2015-02-25,,,,,,,,,,,,,8070.0,8070.0,7765.0,7783.10009765625,7454.13525390625,538,1252.844970703125,1310.0400390625,1252.844970703125,1289.068603515625,1236.406005859375,201309,1626.199951171875,1672.0,1614.0999755859375,1655.75,1467.5638427734375,391773
2015-02-26,,,,,,,,,,,,,7875.0,7875.0,7662.0,7723.7001953125,7397.24658203125,701,1293.6986083984375,1299.145751953125,1248.8050537109375,1256.294921875,1204.97119140625,121805,1658.0999755859375,1664.0,1620.0,1639.9000244140625,1453.515380859375,466687
2015-02-27,,,,,,,,,,,,,7850.0,7944.75,7700.0,7796.4501953125,7466.92138671875,805,1261.197265625,1284.529296875,1261.197265625,1279.7630615234375,1227.480712890625,150537,1648.0,1705.0,1641.0,1673.449951171875,1483.2523193359375,2276570
2015-03-02,,,,,,,,,,,,,7889.9501953125,7924.0,7800.0,7815.5498046875,7485.21337890625,262,1274.6336669921875,1293.6986083984375,1263.7392578125,1271.4560546875,1219.512939453125,59739,1680.0,1774.300048828125,1678.199951171875,1762.800048828125,1562.4471435546875,937384
2015-03-03,,,,,,,,,,,,,7821.0,7878.60009765625,7763.10009765625,7784.0498046875,7455.04443359375,491,1275.54150390625,1293.6986083984375,1254.978515625,1261.24267578125,1209.716796875,64532,1764.0,1773.9000244140625,1747.550048828125,1758.300048828125,1558.45849609375,466325
2015-03-04,,,,,,,,,,,,,7874.0,7994.39990234375,7839.89990234375,7859.39990234375,7527.21044921875,672,1265.5550537109375,1278.2650146484375,1259.6993408203125,1261.37890625,1209.8475341796875,215097,1765.0,1774.6500244140625,1715.0,1725.1500244140625,1529.0762939453125,423168
2015-03-05,,,,,,,,,,,,,7800.0,8200.0,7800.0,8098.7001953125,7756.39599609375,1347,1265.5550537109375,1268.278564453125,1243.766357421875,1247.5340576171875,1196.568359375,50304,1725.5999755859375,1729.0,1675.0,1698.6500244140625,1505.588134765625,606834
2015-03-09,,,,,,,,,,,,,7870.0,8143.2998046875,7870.0,7902.89990234375,7568.87158203125,1000,1243.766357421875,1251.710205078125,1211.9913330078125,1216.3037109375,1166.61376953125,36288,1686.0,1689.800048828125,1647.300048828125,1660.0999755859375,1471.41943359375,202470
2015-03-10,,,,,,,,,,,,,8039.9501953125,8040.0,7851.0,7868.5498046875,7535.9736328125,290,1214.8056640625,1236.68505859375,1186.5712890625,1205.99951171875,1156.7305908203125,157934,1661.0,1677.0,1633.0,1650.1500244140625,1462.600341796875,274799
