Ticker,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,3MINDIA.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,ACMESOLAR.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ABB.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS,ACC.NS
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,10500.2001953125,11374.9501953125,10200.0,10948.0,10485.265625,18709,,,,,,,,,,,,,1089.430419921875,1134.8233642578125,924.744873046875,962.103271484375,925.6605834960938,986475,1321.0,1408.0,1301.5,1346.75,1216.976806640625,4581261
2015-10-01,10888.0498046875,12774.2998046875,10815.0,11675.099609375,11181.6328125,20706,,,,,,,,,,,,,966.6879272460938,1171.1376953125,949.6655883789062,1123.9744873046875,1081.400390625,1033139,1354.5,1407.449951171875,1329.199951171875,1379.5999755859375,1246.6611328125,4633758
2015-11-01,12000.0,12274.400390625,10950.0,11451.849609375,10967.8193359375,16424,,,,,,,,,,,,,1116.6661376953125,1176.1309814453125,1041.22314453125,1062.6485595703125,1022.3975219726562,1355324,1373.25,1443.0,1300.800048828125,1345.0,1215.395263671875,3837961
2015-12-01,11555.099609375,11569.400390625,10355.099609375,11397.5498046875,10915.814453125,28088,,,,,,,,,,,,,1064.5550537109375,1119.662109375,993.1066284179688,1011.8085327148438,973.483154296875,973186,1349.0,1373.1500244140625,1305.4000244140625,1360.6500244140625,1229.537353515625,3680397
2016-01-01,11396.9501953125,11455.0,9463.400390625,9881.150390625,9463.5078125,12889,,,,,,,,,,,,,1015.6669311523438,1030.7374267578125,867.1866455078125,881.62158203125,848.2274169921875,749135,1362.0,1380.4000244140625,1205.0,1240.050048828125,1120.558349609375,3354694
2016-02-01,9850.0,12162.900390625,9515.0,10382.150390625,9943.3330078125,39100,,,,,,,,,,,,,889.2476196289062,1087.61474609375,884.9806518554688,919.9332275390625,885.087890625,4335040,1245.0,1309.75,1174.0,1193.9000244140625,1078.8553466796875,3922019
2016-03-01,10499.9501953125,11025.0,10402.400390625,10724.9501953125,10271.6435546875,20263,,,,,,,,,,,,,926.015869140625,1177.3111572265625,921.6581420898438,1164.010986328125,1119.920166015625,1729043,1199.0,1400.0,1195.0,1381.9000244140625,1254.6297607421875,6544795
2016-04-01,10655.0498046875,14417.9501953125,10401.2001953125,13323.849609375,12760.697265625,64119,,,,,,,,,,,,,1157.5198974609375,1301.869384765625,1122.2041015625,1177.76513671875,1133.1536865234375,1935244,1371.25,1482.5,1371.25,1443.1500244140625,1310.239013671875,5268607
2016-05-01,13351.0,13640.0,12174.0498046875,12415.150390625,11890.4052734375,28311,,,,,,,,,,,,,1174.7691650390625,1198.37353515625,1076.1756591796875,1123.021240234375,1083.7244873046875,1410172,1442.0,1546.5,1379.300048828125,1529.050048828125,1388.2275390625,5580756
2016-06-01,12422.900390625,12950.0498046875,11900.0,12823.349609375,12281.3515625,15616,,,,,,,,,,,,,1125.7447509765625,1138.90869140625,1070.274658203125,1111.1737060546875,1072.291748046875,1320067,1535.0,1624.949951171875,1522.0,1616.050048828125,1467.215087890625,7932470
2016-07-01,12800.0,15250.0,12800.0,14619.650390625,14001.7275390625,27540,,,,,,,,,,,,,1116.6661376953125,1202.0048828125,1093.0618896484375,1148.1689453125,1107.9923095703125,1842894,1618.3499755859375,1718.0,1569.050048828125,1688.699951171875,1533.1741943359375,6154641
2016-08-01,14730.0,14800.0,12858.0498046875,12880.7998046875,12336.373046875,30817,,,,,,,,,,,,,1157.5198974609375,1162.1044921875,1036.0029296875,1051.7088623046875,1014.9078369140625,767261,1695.550048828125,1736.4000244140625,1584.0,1709.800048828125,1552.3310546875,5841445
2016-09-01,12806.0,13500.0,12600.0,12883.900390625,12339.3427734375,25702,,,,,,,,,,,,,1053.0252685546875,1089.2943115234375,1004.9995727539062,1036.683837890625,1000.4083251953125,891023,1668.0,1715.0,1570.25,1599.8499755859375,1462.0296630859375,5499907
2016-10-01,12883.900390625,13520.0,12883.900390625,13018.2998046875,12468.0615234375,13133,,,,,,,,,,,,,1044.0374755859375,1078.49072265625,936.4562377929688,988.7489013671875,954.1506958007812,1302175,1615.0,1674.0,1508.5999755859375,1516.699951171875,1386.0426025390625,5967024
2016-11-01,13370.0,13370.0,10974.0,11293.4501953125,10816.115234375,21594,,,,,,,,,,,,,1006.5429077148438,1020.1608276367188,845.5341796875,963.328857421875,929.6201782226562,887567,1514.699951171875,1528.699951171875,1256.550048828125,1342.4000244140625,1226.7579345703125,7352760
2016-12-01,11186.0,11399.9501953125,10008.7998046875,11123.099609375,10652.9638671875,21824,,,,,,,,,,,,,962.1940307617188,980.4873657226562,923.7916259765625,947.5775146484375,914.419921875,406249,1349.0999755859375,1385.0,1269.550048828125,1331.050048828125,1216.3858642578125,4637547
2017-01-01,11199.900390625,12840.0,10780.0,11957.5,11452.09765625,15958,,,,,,,,,,,,,959.425048828125,1088.5225830078125,934.32275390625,994.83154296875,960.0205078125,2682175,1340.0,1440.0,1314.050048828125,1413.5,1291.7327880859375,6827492
2017-02-01,12010.5498046875,12100.0498046875,11000.0,11164.7998046875,10692.90234375,16582,,,,,,,,,,,,,994.1052856445312,1148.4412841796875,991.9263916015625,1087.7962646484375,1049.732421875,2118182,1416.0,1512.050048828125,1402.0,1411.5,1289.9051513671875,6913311
2017-03-01,11279.25,12000.0,10705.0,11567.5498046875,11078.62890625,28329,,,,,,,,,,,,,1088.5225830078125,1172.9534912109375,1071.2733154296875,1161.9683837890625,1121.308837890625,1567969,1416.0,1450.0,1380.4000244140625,1446.050048828125,1321.4791259765625,7014523
2017-04-01,11760.0,12231.0,11400.0,11499.7001953125,11013.6474609375,25018,,,,,,,,,,,,,1166.598388671875,1347.2623291015625,1164.3287353515625,1279.7176513671875,1234.937744140625,2974008,1470.0,1644.8499755859375,1453.1500244140625,1626.550048828125,1492.7352294921875,8450339
2017-05-01,11499.7001953125,14490.0,11265.0,13835.2001953125,13250.43359375,121377,,,,,,,,,,,,,1279.7176513671875,1470.7310791015625,1264.8287353515625,1325.110595703125,1282.71142578125,4469857,1626.550048828125,1756.699951171875,1570.0,1637.050048828125,1502.37158203125,8802222
2017-06-01,13972.9501953125,14999.0,12920.0,13236.5,12677.0390625,27490,,,,,,,,,,,,,1324.20263671875,1415.3516845703125,1249.213623046875,1316.9852294921875,1274.845947265625,1503939,1632.199951171875,1674.1500244140625,1541.25,1568.050048828125,1439.0479736328125,6352257
