,rebalancing_date,week_start,week_end
606,2019-06-18,2019-06-17,2019-06-21
607,2019-06-19,2019-06-17,2019-06-21
608,2019-06-20,2019-06-17,2019-06-21
609,2019-06-21,2019-06-17,2019-06-21
610,2019-06-24,2019-06-24,2019-06-28
611,2019-06-25,2019-06-24,2019-06-28
612,2019-06-26,2019-06-24,2019-06-28
613,2019-06-27,2019-06-24,2019-06-28
614,2019-06-28,2019-06-24,2019-06-28
615,2019-07-01,2019-07-01,2019-07-05
616,2019-07-02,2019-07-01,2019-07-05
617,2019-07-03,2019-07-01,2019-07-05
618,2019-07-04,2019-07-01,2019-07-05
619,2019-07-05,2019-07-01,2019-07-05
620,2019-07-08,2019-07-08,2019-07-12
621,2019-07-09,2019-07-08,2019-07-12
622,2019-07-10,2019-07-08,2019-07-12
623,2019-07-11,2019-07-08,2019-07-12
624,2019-07-12,2019-07-08,2019-07-12
625,2019-07-15,2019-07-15,2019-07-19
626,2019-07-16,2019-07-15,2019-07-19
627,2019-07-17,2019-07-15,2019-07-19
628,2019-07-18,2019-07-15,2019-07-19
629,2019-07-19,2019-07-15,2019-07-19
630,2019-07-22,2019-07-22,2019-07-26
631,2019-07-23,2019-07-22,2019-07-26
632,2019-07-24,2019-07-22,2019-07-26
633,2019-07-25,2019-07-22,2019-07-26
634,2019-07-26,2019-07-22,2019-07-26
635,2019-07-29,2019-07-29,2019-08-02
636,2019-07-30,2019-07-29,2019-08-02
637,2019-07-31,2019-07-29,2019-08-02
638,2019-08-01,2019-07-29,2019-08-02
639,2019-08-02,2019-07-29,2019-08-02
640,2019-08-05,2019-08-05,2019-08-09
641,2019-08-06,2019-08-05,2019-08-09
642,2019-08-07,2019-08-05,2019-08-09
643,2019-08-08,2019-08-05,2019-08-09
644,2019-08-09,2019-08-05,2019-08-09
645,2019-08-13,2019-08-12,2019-08-16
646,2019-08-14,2019-08-12,2019-08-16
647,2019-08-16,2019-08-12,2019-08-16
648,2019-08-19,2019-08-19,2019-08-23
649,2019-08-20,2019-08-19,2019-08-23
650,2019-08-21,2019-08-19,2019-08-23
651,2019-08-22,2019-08-19,2019-08-23
652,2019-08-23,2019-08-19,2019-08-23
653,2019-08-26,2019-08-26,2019-08-30
654,2019-08-27,2019-08-26,2019-08-30
655,2019-08-28,2019-08-26,2019-08-30
656,2019-08-29,2019-08-26,2019-08-30
657,2019-08-30,2019-08-26,2019-08-30
658,2019-09-03,2019-09-02,2019-09-06
659,2019-09-04,2019-09-02,2019-09-06
660,2019-09-05,2019-09-02,2019-09-06
661,2019-09-06,2019-09-02,2019-09-06
662,2019-09-09,2019-09-09,2019-09-13
663,2019-09-11,2019-09-09,2019-09-13
664,2019-09-12,2019-09-09,2019-09-13
665,2019-09-13,2019-09-09,2019-09-13
666,2019-09-16,2019-09-16,2019-09-20
667,2019-09-17,2019-09-16,2019-09-20
668,2019-09-18,2019-09-16,2019-09-20
669,2019-09-19,2019-09-16,2019-09-20
670,2019-09-20,2019-09-16,2019-09-20
671,2019-09-23,2019-09-23,2019-09-27
672,2019-09-24,2019-09-23,2019-09-27
673,2019-09-25,2019-09-23,2019-09-27
674,2019-09-26,2019-09-23,2019-09-27
675,2019-09-27,2019-09-23,2019-09-27
676,2019-09-30,2019-09-30,2019-10-04
677,2019-10-01,2019-09-30,2019-10-04
678,2019-10-03,2019-09-30,2019-10-04
679,2019-10-04,2019-09-30,2019-10-04
680,2019-10-07,2019-10-07,2019-10-11
681,2019-10-09,2019-10-07,2019-10-11
682,2019-10-10,2019-10-07,2019-10-11
683,2019-10-11,2019-10-07,2019-10-11
684,2019-10-14,2019-10-14,2019-10-18
685,2019-10-15,2019-10-14,2019-10-18
686,2019-10-16,2019-10-14,2019-10-18
687,2019-10-17,2019-10-14,2019-10-18
688,2019-10-18,2019-10-14,2019-10-18
689,2019-10-22,2019-10-21,2019-10-27
690,2019-10-23,2019-10-21,2019-10-27
691,2019-10-24,2019-10-21,2019-10-27
692,2019-10-25,2019-10-21,2019-10-27
693,2019-10-27,2019-10-21,2019-10-27
694,2019-10-29,2019-10-28,2019-11-01
695,2019-10-30,2019-10-28,2019-11-01
696,2019-10-31,2019-10-28,2019-11-01
697,2019-11-01,2019-10-28,2019-11-01
698,2019-11-04,2019-11-04,2019-11-08
699,2019-11-05,2019-11-04,2019-11-08
700,2019-11-06,2019-11-04,2019-11-08
701,2019-11-07,2019-11-04,2019-11-08
702,2019-11-08,2019-11-04,2019-11-08
703,2019-11-11,2019-11-11,2019-11-15
704,2019-11-13,2019-11-11,2019-11-15
705,2019-11-14,2019-11-11,2019-11-15
706,2019-11-15,2019-11-11,2019-11-15
707,2019-11-18,2019-11-18,2019-11-22
708,2019-11-19,2019-11-18,2019-11-22
709,2019-11-20,2019-11-18,2019-11-22
710,2019-11-21,2019-11-18,2019-11-22
711,2019-11-22,2019-11-18,2019-11-22
712,2019-11-25,2019-11-25,2019-11-29
713,2019-11-26,2019-11-25,2019-11-29
714,2019-11-27,2019-11-25,2019-11-29
715,2019-11-28,2019-11-25,2019-11-29
716,2019-11-29,2019-11-25,2019-11-29
717,2019-12-02,2019-12-02,2019-12-06
718,2019-12-03,2019-12-02,2019-12-06
719,2019-12-04,2019-12-02,2019-12-06
720,2019-12-05,2019-12-02,2019-12-06
721,2019-12-06,2019-12-02,2019-12-06
722,2019-12-09,2019-12-09,2019-12-13
723,2019-12-10,2019-12-09,2019-12-13
724,2019-12-11,2019-12-09,2019-12-13
725,2019-12-12,2019-12-09,2019-12-13
726,2019-12-13,2019-12-09,2019-12-13
727,2019-12-16,2019-12-16,2019-12-20
728,2019-12-17,2019-12-16,2019-12-20
729,2019-12-18,2019-12-16,2019-12-20
730,2019-12-19,2019-12-16,2019-12-20
731,2019-12-20,2019-12-16,2019-12-20
732,2019-12-23,2019-12-23,2019-12-27
733,2019-12-24,2019-12-23,2019-12-27
734,2019-12-26,2019-12-23,2019-12-27
735,2019-12-27,2019-12-23,2019-12-27
736,2019-12-30,2019-12-30,2020-01-03
737,2019-12-31,2019-12-30,2020-01-03
738,2020-01-01,2019-12-30,2020-01-03
739,2020-01-02,2019-12-30,2020-01-03
740,2020-01-03,2019-12-30,2020-01-03
741,2020-01-06,2020-01-06,2020-01-10
742,2020-01-07,2020-01-06,2020-01-10
743,2020-01-08,2020-01-06,2020-01-10
744,2020-01-09,2020-01-06,2020-01-10
745,2020-01-10,2020-01-06,2020-01-10
746,2020-01-13,2020-01-13,2020-01-17
747,2020-01-14,2020-01-13,2020-01-17
748,2020-01-15,2020-01-13,2020-01-17
749,2020-01-16,2020-01-13,2020-01-17
750,2020-01-17,2020-01-13,2020-01-17
751,2020-01-20,2020-01-20,2020-01-24
752,2020-01-21,2020-01-20,2020-01-24
753,2020-01-22,2020-01-20,2020-01-24
754,2020-01-23,2020-01-20,2020-01-24
755,2020-01-24,2020-01-20,2020-01-24
756,2020-01-27,2020-01-27,2020-01-31
757,2020-01-28,2020-01-27,2020-01-31
758,2020-01-29,2020-01-27,2020-01-31
759,2020-01-30,2020-01-27,2020-01-31
760,2020-01-31,2020-01-27,2020-01-31
761,2020-02-03,2020-02-03,2020-02-07
762,2020-02-04,2020-02-03,2020-02-07
763,2020-02-05,2020-02-03,2020-02-07
764,2020-02-06,2020-02-03,2020-02-07
765,2020-02-07,2020-02-03,2020-02-07
766,2020-02-10,2020-02-10,2020-02-14
767,2020-02-11,2020-02-10,2020-02-14
768,2020-02-12,2020-02-10,2020-02-14
769,2020-02-13,2020-02-10,2020-02-14
770,2020-02-14,2020-02-10,2020-02-14
771,2020-02-17,2020-02-17,2020-02-20
772,2020-02-18,2020-02-17,2020-02-20
773,2020-02-19,2020-02-17,2020-02-20
774,2020-02-20,2020-02-17,2020-02-20
775,2020-02-24,2020-02-24,2020-02-28
776,2020-02-25,2020-02-24,2020-02-28
777,2020-02-26,2020-02-24,2020-02-28
778,2020-02-27,2020-02-24,2020-02-28
779,2020-02-28,2020-02-24,2020-02-28
780,2020-03-02,2020-03-02,2020-03-06
781,2020-03-03,2020-03-02,2020-03-06
782,2020-03-04,2020-03-02,2020-03-06
783,2020-03-05,2020-03-02,2020-03-06
784,2020-03-06,2020-03-02,2020-03-06
785,2020-03-09,2020-03-09,2020-03-13
786,2020-03-11,2020-03-09,2020-03-13
787,2020-03-12,2020-03-09,2020-03-13
788,2020-03-13,2020-03-09,2020-03-13
789,2020-03-16,2020-03-16,2020-03-20
790,2020-03-17,2020-03-16,2020-03-20
791,2020-03-18,2020-03-16,2020-03-20
792,2020-03-19,2020-03-16,2020-03-20
793,2020-03-20,2020-03-16,2020-03-20
794,2020-03-23,2020-03-23,2020-03-27
795,2020-03-24,2020-03-23,2020-03-27
796,2020-03-25,2020-03-23,2020-03-27
797,2020-03-26,2020-03-23,2020-03-27
798,2020-03-27,2020-03-23,2020-03-27
799,2020-03-30,2020-03-30,2020-04-03
800,2020-03-31,2020-03-30,2020-04-03
801,2020-04-01,2020-03-30,2020-04-03
802,2020-04-03,2020-03-30,2020-04-03
803,2020-04-07,2020-04-06,2020-04-09
804,2020-04-08,2020-04-06,2020-04-09
805,2020-04-09,2020-04-06,2020-04-09
806,2020-04-13,2020-04-13,2020-04-17
807,2020-04-15,2020-04-13,2020-04-17
808,2020-04-16,2020-04-13,2020-04-17
809,2020-04-17,2020-04-13,2020-04-17
810,2020-04-20,2020-04-20,2020-04-24
811,2020-04-21,2020-04-20,2020-04-24
812,2020-04-22,2020-04-20,2020-04-24
813,2020-04-23,2020-04-20,2020-04-24
814,2020-04-24,2020-04-20,2020-04-24
815,2020-04-27,2020-04-27,2020-04-30
816,2020-04-28,2020-04-27,2020-04-30
817,2020-04-29,2020-04-27,2020-04-30
818,2020-04-30,2020-04-27,2020-04-30
819,2020-05-04,2020-05-04,2020-05-08
820,2020-05-05,2020-05-04,2020-05-08
821,2020-05-06,2020-05-04,2020-05-08
822,2020-05-07,2020-05-04,2020-05-08
823,2020-05-08,2020-05-04,2020-05-08
824,2020-05-11,2020-05-11,2020-05-15
825,2020-05-12,2020-05-11,2020-05-15
826,2020-05-13,2020-05-11,2020-05-15
827,2020-05-14,2020-05-11,2020-05-15
828,2020-05-15,2020-05-11,2020-05-15
829,2020-05-18,2020-05-18,2020-05-22
830,2020-05-19,2020-05-18,2020-05-22
831,2020-05-20,2020-05-18,2020-05-22
832,2020-05-21,2020-05-18,2020-05-22
833,2020-05-22,2020-05-18,2020-05-22
834,2020-05-26,2020-05-25,2020-05-29
835,2020-05-27,2020-05-25,2020-05-29
836,2020-05-28,2020-05-25,2020-05-29
837,2020-05-29,2020-05-25,2020-05-29
838,2020-06-01,2020-06-01,2020-06-05
839,2020-06-02,2020-06-01,2020-06-05
840,2020-06-03,2020-06-01,2020-06-05
841,2020-06-04,2020-06-01,2020-06-05
842,2020-06-05,2020-06-01,2020-06-05
843,2020-06-08,2020-06-08,2020-06-12
844,2020-06-09,2020-06-08,2020-06-12
845,2020-06-10,2020-06-08,2020-06-12
846,2020-06-11,2020-06-08,2020-06-12
847,2020-06-12,2020-06-08,2020-06-12
848,2020-06-15,2020-06-15,2020-06-19
849,2020-06-16,2020-06-15,2020-06-19
850,2020-06-17,2020-06-15,2020-06-19
851,2020-06-18,2020-06-15,2020-06-19
852,2020-06-19,2020-06-15,2020-06-19
853,2020-06-22,2020-06-22,2020-06-26
854,2020-06-23,2020-06-22,2020-06-26
855,2020-06-24,2020-06-22,2020-06-26
856,2020-06-25,2020-06-22,2020-06-26
857,2020-06-26,2020-06-22,2020-06-26
858,2020-06-29,2020-06-29,2020-07-03
859,2020-06-30,2020-06-29,2020-07-03
860,2020-07-01,2020-06-29,2020-07-03
861,2020-07-02,2020-06-29,2020-07-03
862,2020-07-03,2020-06-29,2020-07-03
863,2020-07-06,2020-07-06,2020-07-10
864,2020-07-07,2020-07-06,2020-07-10
865,2020-07-08,2020-07-06,2020-07-10
866,2020-07-09,2020-07-06,2020-07-10
867,2020-07-10,2020-07-06,2020-07-10
868,2020-07-13,2020-07-13,2020-07-17
869,2020-07-14,2020-07-13,2020-07-17
870,2020-07-15,2020-07-13,2020-07-17
871,2020-07-16,2020-07-13,2020-07-17
872,2020-07-17,2020-07-13,2020-07-17
873,2020-07-20,2020-07-20,2020-07-24
874,2020-07-21,2020-07-20,2020-07-24
875,2020-07-22,2020-07-20,2020-07-24
876,2020-07-23,2020-07-20,2020-07-24
877,2020-07-24,2020-07-20,2020-07-24
878,2020-07-27,2020-07-27,2020-07-31
879,2020-07-28,2020-07-27,2020-07-31
880,2020-07-29,2020-07-27,2020-07-31
881,2020-07-30,2020-07-27,2020-07-31
882,2020-07-31,2020-07-27,2020-07-31
883,2020-08-03,2020-08-03,2020-08-07
884,2020-08-04,2020-08-03,2020-08-07
885,2020-08-05,2020-08-03,2020-08-07
886,2020-08-06,2020-08-03,2020-08-07
887,2020-08-07,2020-08-03,2020-08-07
888,2020-08-10,2020-08-10,2020-08-14
889,2020-08-11,2020-08-10,2020-08-14
890,2020-08-12,2020-08-10,2020-08-14
891,2020-08-13,2020-08-10,2020-08-14
892,2020-08-14,2020-08-10,2020-08-14
893,2020-08-17,2020-08-17,2020-08-21
894,2020-08-18,2020-08-17,2020-08-21
895,2020-08-19,2020-08-17,2020-08-21
896,2020-08-20,2020-08-17,2020-08-21
897,2020-08-21,2020-08-17,2020-08-21
898,2020-08-24,2020-08-24,2020-08-28
899,2020-08-25,2020-08-24,2020-08-28
900,2020-08-26,2020-08-24,2020-08-28
901,2020-08-27,2020-08-24,2020-08-28
902,2020-08-28,2020-08-24,2020-08-28
903,2020-08-31,2020-08-31,2020-09-04
904,2020-09-01,2020-08-31,2020-09-04
905,2020-09-02,2020-08-31,2020-09-04
906,2020-09-03,2020-08-31,2020-09-04
907,2020-09-04,2020-08-31,2020-09-04
908,2020-09-07,2020-09-07,2020-09-11
909,2020-09-08,2020-09-07,2020-09-11
910,2020-09-09,2020-09-07,2020-09-11
911,2020-09-10,2020-09-07,2020-09-11
912,2020-09-11,2020-09-07,2020-09-11
913,2020-09-14,2020-09-14,2020-09-18
914,2020-09-15,2020-09-14,2020-09-18
915,2020-09-16,2020-09-14,2020-09-18
916,2020-09-17,2020-09-14,2020-09-18
917,2020-09-18,2020-09-14,2020-09-18
918,2020-09-21,2020-09-21,2020-09-25
919,2020-09-22,2020-09-21,2020-09-25
920,2020-09-23,2020-09-21,2020-09-25
921,2020-09-24,2020-09-21,2020-09-25
922,2020-09-25,2020-09-21,2020-09-25
923,2020-09-28,2020-09-28,2020-10-01
924,2020-09-29,2020-09-28,2020-10-01
925,2020-09-30,2020-09-28,2020-10-01
926,2020-10-01,2020-09-28,2020-10-01
927,2020-10-05,2020-10-05,2020-10-09
928,2020-10-06,2020-10-05,2020-10-09
929,2020-10-07,2020-10-05,2020-10-09
930,2020-10-08,2020-10-05,2020-10-09
931,2020-10-09,2020-10-05,2020-10-09
932,2020-10-12,2020-10-12,2020-10-16
933,2020-10-13,2020-10-12,2020-10-16
934,2020-10-14,2020-10-12,2020-10-16
935,2020-10-15,2020-10-12,2020-10-16
936,2020-10-16,2020-10-12,2020-10-16
937,2020-10-19,2020-10-19,2020-10-23
938,2020-10-20,2020-10-19,2020-10-23
939,2020-10-21,2020-10-19,2020-10-23
940,2020-10-22,2020-10-19,2020-10-23
941,2020-10-23,2020-10-19,2020-10-23
942,2020-10-26,2020-10-26,2020-10-30
943,2020-10-27,2020-10-26,2020-10-30
944,2020-10-28,2020-10-26,2020-10-30
945,2020-10-29,2020-10-26,2020-10-30
946,2020-10-30,2020-10-26,2020-10-30
947,2020-11-02,2020-11-02,2020-11-06
948,2020-11-03,2020-11-02,2020-11-06
949,2020-11-04,2020-11-02,2020-11-06
950,2020-11-05,2020-11-02,2020-11-06
951,2020-11-06,2020-11-02,2020-11-06
952,2020-11-09,2020-11-09,2020-11-14
953,2020-11-10,2020-11-09,2020-11-14
954,2020-11-11,2020-11-09,2020-11-14
955,2020-11-12,2020-11-09,2020-11-14
956,2020-11-13,2020-11-09,2020-11-14
957,2020-11-14,2020-11-09,2020-11-14
958,2020-11-17,2020-11-16,2020-11-20
959,2020-11-18,2020-11-16,2020-11-20
960,2020-11-19,2020-11-16,2020-11-20
961,2020-11-20,2020-11-16,2020-11-20
962,2020-11-23,2020-11-23,2020-11-27
963,2020-11-24,2020-11-23,2020-11-27
964,2020-11-25,2020-11-23,2020-11-27
965,2020-11-26,2020-11-23,2020-11-27
966,2020-11-27,2020-11-23,2020-11-27
967,2020-12-01,2020-11-30,2020-12-04
968,2020-12-02,2020-11-30,2020-12-04
969,2020-12-03,2020-11-30,2020-12-04
970,2020-12-04,2020-11-30,2020-12-04
971,2020-12-07,2020-12-07,2020-12-11
972,2020-12-08,2020-12-07,2020-12-11
973,2020-12-09,2020-12-07,2020-12-11
974,2020-12-10,2020-12-07,2020-12-11
975,2020-12-11,2020-12-07,2020-12-11
976,2020-12-14,2020-12-14,2020-12-18
977,2020-12-15,2020-12-14,2020-12-18
978,2020-12-16,2020-12-14,2020-12-18
979,2020-12-17,2020-12-14,2020-12-18
980,2020-12-18,2020-12-14,2020-12-18
981,2020-12-21,2020-12-21,2020-12-24
982,2020-12-22,2020-12-21,2020-12-24
983,2020-12-23,2020-12-21,2020-12-24
984,2020-12-24,2020-12-21,2020-12-24
985,2020-12-28,2020-12-28,2021-01-01
986,2020-12-29,2020-12-28,2021-01-01
987,2020-12-30,2020-12-28,2021-01-01
988,2020-12-31,2020-12-28,2021-01-01
989,2021-01-01,2020-12-28,2021-01-01
990,2021-01-04,2021-01-04,2021-01-08
991,2021-01-05,2021-01-04,2021-01-08
992,2021-01-06,2021-01-04,2021-01-08
993,2021-01-07,2021-01-04,2021-01-08
994,2021-01-08,2021-01-04,2021-01-08
995,2021-01-11,2021-01-11,2021-01-15
996,2021-01-12,2021-01-11,2021-01-15
997,2021-01-13,2021-01-11,2021-01-15
998,2021-01-14,2021-01-11,2021-01-15
999,2021-01-15,2021-01-11,2021-01-15
1000,2021-01-18,2021-01-18,2021-01-22
1001,2021-01-19,2021-01-18,2021-01-22
1002,2021-01-20,2021-01-18,2021-01-22
1003,2021-01-21,2021-01-18,2021-01-22
1004,2021-01-22,2021-01-18,2021-01-22
1005,2021-01-25,2021-01-25,2021-01-29
1006,2021-01-27,2021-01-25,2021-01-29
1007,2021-01-28,2021-01-25,2021-01-29
1008,2021-01-29,2021-01-25,2021-01-29
1009,2021-02-01,2021-02-01,2021-02-05
1010,2021-02-02,2021-02-01,2021-02-05
1011,2021-02-03,2021-02-01,2021-02-05
1012,2021-02-04,2021-02-01,2021-02-05
1013,2021-02-05,2021-02-01,2021-02-05
1014,2021-02-08,2021-02-08,2021-02-12
1015,2021-02-09,2021-02-08,2021-02-12
1016,2021-02-10,2021-02-08,2021-02-12
1017,2021-02-11,2021-02-08,2021-02-12
1018,2021-02-12,2021-02-08,2021-02-12
1019,2021-02-15,2021-02-15,2021-02-19
1020,2021-02-16,2021-02-15,2021-02-19
1021,2021-02-17,2021-02-15,2021-02-19
1022,2021-02-18,2021-02-15,2021-02-19
1023,2021-02-19,2021-02-15,2021-02-19
1024,2021-02-22,2021-02-22,2021-02-26
1025,2021-02-23,2021-02-22,2021-02-26
1026,2021-02-24,2021-02-22,2021-02-26
1027,2021-02-25,2021-02-22,2021-02-26
1028,2021-02-26,2021-02-22,2021-02-26
1029,2021-03-01,2021-03-01,2021-03-05
1030,2021-03-02,2021-03-01,2021-03-05
1031,2021-03-03,2021-03-01,2021-03-05
1032,2021-03-04,2021-03-01,2021-03-05
1033,2021-03-05,2021-03-01,2021-03-05
1034,2021-03-08,2021-03-08,2021-03-12
1035,2021-03-09,2021-03-08,2021-03-12
1036,2021-03-10,2021-03-08,2021-03-12
1037,2021-03-12,2021-03-08,2021-03-12
1038,2021-03-15,2021-03-15,2021-03-19
1039,2021-03-16,2021-03-15,2021-03-19
1040,2021-03-17,2021-03-15,2021-03-19
1041,2021-03-18,2021-03-15,2021-03-19
1042,2021-03-19,2021-03-15,2021-03-19
1043,2021-03-22,2021-03-22,2021-03-26
1044,2021-03-23,2021-03-22,2021-03-26
1045,2021-03-24,2021-03-22,2021-03-26
1046,2021-03-25,2021-03-22,2021-03-26
1047,2021-03-26,2021-03-22,2021-03-26
1048,2021-03-30,2021-03-29,2021-04-01
1049,2021-03-31,2021-03-29,2021-04-01
1050,2021-04-01,2021-03-29,2021-04-01
1051,2021-04-05,2021-04-05,2021-04-09
1052,2021-04-06,2021-04-05,2021-04-09
1053,2021-04-07,2021-04-05,2021-04-09
1054,2021-04-08,2021-04-05,2021-04-09
1055,2021-04-09,2021-04-05,2021-04-09
1056,2021-04-12,2021-04-12,2021-04-16
1057,2021-04-13,2021-04-12,2021-04-16
1058,2021-04-15,2021-04-12,2021-04-16
1059,2021-04-16,2021-04-12,2021-04-16
1060,2021-04-19,2021-04-19,2021-04-23
1061,2021-04-20,2021-04-19,2021-04-23
1062,2021-04-22,2021-04-19,2021-04-23
1063,2021-04-23,2021-04-19,2021-04-23
1064,2021-04-26,2021-04-26,2021-04-30
1065,2021-04-27,2021-04-26,2021-04-30
1066,2021-04-28,2021-04-26,2021-04-30
1067,2021-04-29,2021-04-26,2021-04-30
1068,2021-04-30,2021-04-26,2021-04-30
1069,2021-05-03,2021-05-03,2021-05-07
1070,2021-05-04,2021-05-03,2021-05-07
1071,2021-05-05,2021-05-03,2021-05-07
1072,2021-05-06,2021-05-03,2021-05-07
1073,2021-05-07,2021-05-03,2021-05-07
1074,2021-05-10,2021-05-10,2021-05-14
1075,2021-05-11,2021-05-10,2021-05-14
1076,2021-05-12,2021-05-10,2021-05-14
1077,2021-05-14,2021-05-10,2021-05-14
1078,2021-05-17,2021-05-17,2021-05-21
1079,2021-05-18,2021-05-17,2021-05-21
1080,2021-05-19,2021-05-17,2021-05-21
1081,2021-05-20,2021-05-17,2021-05-21
1082,2021-05-21,2021-05-17,2021-05-21
1083,2021-05-24,2021-05-24,2021-05-28
1084,2021-05-25,2021-05-24,2021-05-28
1085,2021-05-26,2021-05-24,2021-05-28
1086,2021-05-27,2021-05-24,2021-05-28
1087,2021-05-28,2021-05-24,2021-05-28
1088,2021-05-31,2021-05-31,2021-06-04
1089,2021-06-01,2021-05-31,2021-06-04
1090,2021-06-02,2021-05-31,2021-06-04
1091,2021-06-03,2021-05-31,2021-06-04
1092,2021-06-04,2021-05-31,2021-06-04
1093,2021-06-07,2021-06-07,2021-06-11
1094,2021-06-08,2021-06-07,2021-06-11
1095,2021-06-09,2021-06-07,2021-06-11
1096,2021-06-10,2021-06-07,2021-06-11
1097,2021-06-11,2021-06-07,2021-06-11
1098,2021-06-14,2021-06-14,2021-06-18
1099,2021-06-15,2021-06-14,2021-06-18
1100,2021-06-16,2021-06-14,2021-06-18
1101,2021-06-17,2021-06-14,2021-06-18
1102,2021-06-18,2021-06-14,2021-06-18
1103,2021-06-21,2021-06-21,2021-06-25
1104,2021-06-22,2021-06-21,2021-06-25
1105,2021-06-23,2021-06-21,2021-06-25
1106,2021-06-24,2021-06-21,2021-06-25
1107,2021-06-25,2021-06-21,2021-06-25
1108,2021-06-28,2021-06-28,2021-07-02
1109,2021-06-29,2021-06-28,2021-07-02
1110,2021-06-30,2021-06-28,2021-07-02
1111,2021-07-01,2021-06-28,2021-07-02
1112,2021-07-02,2021-06-28,2021-07-02
1113,2021-07-05,2021-07-05,2021-07-09
1114,2021-07-06,2021-07-05,2021-07-09
1115,2021-07-07,2021-07-05,2021-07-09
1116,2021-07-08,2021-07-05,2021-07-09
1117,2021-07-09,2021-07-05,2021-07-09
1118,2021-07-12,2021-07-12,2021-07-16
1119,2021-07-13,2021-07-12,2021-07-16
1120,2021-07-14,2021-07-12,2021-07-16
1121,2021-07-15,2021-07-12,2021-07-16
1122,2021-07-16,2021-07-12,2021-07-16
1123,2021-07-19,2021-07-19,2021-07-23
1124,2021-07-20,2021-07-19,2021-07-23
1125,2021-07-22,2021-07-19,2021-07-23
1126,2021-07-23,2021-07-19,2021-07-23
1127,2021-07-26,2021-07-26,2021-07-30
1128,2021-07-27,2021-07-26,2021-07-30
1129,2021-07-28,2021-07-26,2021-07-30
1130,2021-07-29,2021-07-26,2021-07-30
1131,2021-07-30,2021-07-26,2021-07-30
1132,2021-08-02,2021-08-02,2021-08-06
1133,2021-08-03,2021-08-02,2021-08-06
1134,2021-08-04,2021-08-02,2021-08-06
1135,2021-08-05,2021-08-02,2021-08-06
1136,2021-08-06,2021-08-02,2021-08-06
1137,2021-08-09,2021-08-09,2021-08-13
1138,2021-08-10,2021-08-09,2021-08-13
1139,2021-08-11,2021-08-09,2021-08-13
1140,2021-08-12,2021-08-09,2021-08-13
1141,2021-08-13,2021-08-09,2021-08-13
1142,2021-08-16,2021-08-16,2021-08-20
1143,2021-08-17,2021-08-16,2021-08-20
1144,2021-08-18,2021-08-16,2021-08-20
1145,2021-08-20,2021-08-16,2021-08-20
1146,2021-08-23,2021-08-23,2021-08-27
1147,2021-08-24,2021-08-23,2021-08-27
1148,2021-08-25,2021-08-23,2021-08-27
1149,2021-08-26,2021-08-23,2021-08-27
1150,2021-08-27,2021-08-23,2021-08-27
1151,2021-08-30,2021-08-30,2021-09-03
1152,2021-08-31,2021-08-30,2021-09-03
1153,2021-09-01,2021-08-30,2021-09-03
1154,2021-09-02,2021-08-30,2021-09-03
1155,2021-09-03,2021-08-30,2021-09-03
1156,2021-09-06,2021-09-06,2021-09-09
1157,2021-09-07,2021-09-06,2021-09-09
1158,2021-09-08,2021-09-06,2021-09-09
1159,2021-09-09,2021-09-06,2021-09-09
1160,2021-09-13,2021-09-13,2021-09-17
1161,2021-09-14,2021-09-13,2021-09-17
1162,2021-09-15,2021-09-13,2021-09-17
1163,2021-09-16,2021-09-13,2021-09-17
1164,2021-09-17,2021-09-13,2021-09-17
1165,2021-09-20,2021-09-20,2021-09-24
1166,2021-09-21,2021-09-20,2021-09-24
1167,2021-09-22,2021-09-20,2021-09-24
1168,2021-09-23,2021-09-20,2021-09-24
1169,2021-09-24,2021-09-20,2021-09-24
1170,2021-09-27,2021-09-27,2021-10-01
1171,2021-09-28,2021-09-27,2021-10-01
1172,2021-09-29,2021-09-27,2021-10-01
1173,2021-09-30,2021-09-27,2021-10-01
1174,2021-10-01,2021-09-27,2021-10-01
1175,2021-10-04,2021-10-04,2021-10-08
1176,2021-10-05,2021-10-04,2021-10-08
1177,2021-10-06,2021-10-04,2021-10-08
1178,2021-10-07,2021-10-04,2021-10-08
1179,2021-10-08,2021-10-04,2021-10-08
1180,2021-10-11,2021-10-11,2021-10-14
1181,2021-10-12,2021-10-11,2021-10-14
1182,2021-10-13,2021-10-11,2021-10-14
1183,2021-10-14,2021-10-11,2021-10-14
1184,2021-10-18,2021-10-18,2021-10-22
1185,2021-10-19,2021-10-18,2021-10-22
1186,2021-10-20,2021-10-18,2021-10-22
1187,2021-10-21,2021-10-18,2021-10-22
1188,2021-10-22,2021-10-18,2021-10-22
1189,2021-10-25,2021-10-25,2021-10-29
1190,2021-10-26,2021-10-25,2021-10-29
1191,2021-10-27,2021-10-25,2021-10-29
1192,2021-10-28,2021-10-25,2021-10-29
1193,2021-10-29,2021-10-25,2021-10-29
1194,2021-11-01,2021-11-01,2021-11-04
1195,2021-11-02,2021-11-01,2021-11-04
1196,2021-11-03,2021-11-01,2021-11-04
1197,2021-11-04,2021-11-01,2021-11-04
1198,2021-11-08,2021-11-08,2021-11-12
1199,2021-11-09,2021-11-08,2021-11-12
1200,2021-11-10,2021-11-08,2021-11-12
1201,2021-11-11,2021-11-08,2021-11-12
1202,2021-11-12,2021-11-08,2021-11-12
1203,2021-11-15,2021-11-15,2021-11-18
1204,2021-11-16,2021-11-15,2021-11-18
